                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                0.68108,                 1.1223,                 1.2933,                0.78224,                0.81117,                0.90643,                0.79201,                0.60037,                 0.7714,                 1.3846,             0.00065487,             0.00065487,             0.00065487
                    110,                0.66232,                 1.0554,                 1.2784,                0.52037,                0.94093,                  0.818,                0.73634,                0.50797,                 1.0328,                 1.2557,             0.00065322,             0.00065322,             0.00065322
                    111,                0.68349,                 1.0927,                    1.3,                0.46768,                0.90091,                0.74226,                0.67111,                0.45965,                 1.0924,                 1.2163,             0.00065157,             0.00065157,             0.00065157
                    112,                0.68317,                  1.028,                 1.2922,                0.76498,                0.79392,                0.88229,                0.78528,                 0.4774,                0.74126,                 1.2297,             0.00064992,             0.00064992,             0.00064992
                    113,                 0.6959,                  1.093,                  1.314,                0.61554,                0.92747,                0.88172,                0.80225,                0.48387,                0.77713,                 1.2488,             0.00064827,             0.00064827,             0.00064827
                    114,                0.66862,                 1.0928,                 1.2824,                0.74392,                0.70799,                0.83133,                0.73736,                0.50568,                0.82964,                 1.2647,             0.00064662,             0.00064662,             0.00064662
                    115,                0.67275,                 1.0487,                 1.2953,                0.83089,                0.67224,                0.84422,                0.75216,                0.50504,                0.86554,                  1.274,             0.00064498,             0.00064498,             0.00064498
                    116,                0.68899,                 1.0456,                 1.3028,                0.55199,                0.77223,                 0.7278,                0.59256,                0.83805,                0.99324,                 1.9107,             0.00064333,             0.00064333,             0.00064333
                    117,                0.71397,                 1.0617,                 1.3148,                 0.5725,                0.94697,                0.81129,                0.72288,                0.49933,                0.88533,                 1.2481,             0.00064168,             0.00064168,             0.00064168
                    118,                0.66225,                  1.054,                 1.2899,                0.62152,                0.96533,                0.83389,                0.73959,                 0.5041,                0.85827,                  1.284,             0.00064003,             0.00064003,             0.00064003
                    119,                0.67171,                 1.0691,                 1.2706,                0.56651,                0.90491,                0.80511,                0.71408,                0.47723,                0.87086,                 1.2376,             0.00063838,             0.00063838,             0.00063838
                    120,                0.64519,                0.97575,                 1.2876,                0.66296,                0.95355,                0.91409,                  0.799,                0.52098,                0.65926,                 1.2839,             0.00063673,             0.00063673,             0.00063673
                    121,                0.71494,                  1.097,                 1.3135,                0.69976,                0.98864,                0.95836,                0.86087,                0.48508,                0.61644,                 1.2514,             0.00063508,             0.00063508,             0.00063508
                    122,                0.63423,                0.99157,                 1.2578,                0.61572,                 0.8944,                0.86977,                 0.7842,                0.45164,                0.75241,                 1.2063,             0.00063343,             0.00063343,             0.00063343
                    123,                0.63734,                 0.9976,                 1.2584,                0.56873,                0.97076,                 0.8118,                  0.722,                0.44556,                 0.8082,                 1.1865,             0.00063178,             0.00063178,             0.00063178
                    124,                0.64659,                0.96339,                 1.2526,                0.71833,                0.80496,                0.80664,                 0.7253,                0.47063,                0.77096,                 1.2197,             0.00063013,             0.00063013,             0.00063013
                    125,                0.66371,                  1.027,                 1.2888,                0.61878,                0.94697,                0.87654,                0.79059,                0.48737,                0.74602,                 1.2398,             0.00062848,             0.00062848,             0.00062848
                    126,                 0.6538,                 1.0273,                 1.2759,                0.62955,                0.89882,                0.91517,                0.83785,                0.44973,                0.80481,                 1.2054,             0.00062683,             0.00062683,             0.00062683
                    127,                0.65114,                  0.989,                 1.2756,                0.51073,                0.91053,                0.78011,                0.69698,                0.45464,                0.93783,                  1.207,             0.00062518,             0.00062518,             0.00062518
                    128,                0.64523,                 1.0086,                 1.2562,                0.88649,                0.70588,                0.91505,                0.81807,                0.50808,                0.91435,                 1.2521,             0.00062353,             0.00062353,             0.00062353
                    129,                 0.6319,                0.97649,                 1.2509,                0.47965,                0.93509,                0.73772,                0.66916,                0.45426,                 1.1038,                 1.2007,             0.00062188,             0.00062188,             0.00062188
                    130,                 0.6752,                 1.0378,                 1.2691,                0.48371,                0.98864,                0.72831,                0.64704,                 0.4767,                 1.0347,                 1.2239,             0.00062024,             0.00062024,             0.00062024
                    131,                 0.6666,                 1.0152,                  1.274,                0.80302,                0.78297,                0.88677,                0.78898,                0.49188,                0.76997,                 1.2394,             0.00061859,             0.00061859,             0.00061859
                    132,                0.65179,                 0.9616,                 1.2803,                0.70883,                 0.7908,                0.87977,                0.79248,                0.46522,                0.83376,                  1.211,             0.00061694,             0.00061694,             0.00061694
                    133,                0.60349,                 0.9303,                 1.2371,                0.74318,                0.86203,                0.87185,                0.79645,                0.43006,                0.72489,                 1.1678,             0.00061529,             0.00061529,             0.00061529
                    134,                0.60181,                0.90271,                 1.2273,                0.68693,                0.98864,                0.93432,                0.85678,                0.42511,                0.63578,                 1.1603,             0.00061364,             0.00061364,             0.00061364
                    135,                0.61645,                0.95538,                 1.2456,                0.65695,                0.95451,                0.93319,                0.85176,                0.44309,                0.65546,                 1.1803,             0.00061199,             0.00061199,             0.00061199
                    136,                 0.6037,                 0.9051,                 1.2263,                0.57025,                0.86127,                 0.8339,                0.75398,                0.49004,                0.88852,                 1.2482,             0.00061034,             0.00061034,             0.00061034
                    137,                0.60525,                0.91506,                 1.2222,                0.83024,                0.82373,                0.88129,                0.79477,                0.44537,                0.72768,                 1.2023,             0.00060869,             0.00060869,             0.00060869
                    138,                0.65832,                0.96081,                 1.2735,                0.71637,                0.92623,                 0.9072,                0.80854,                0.48237,                0.68779,                 1.2318,             0.00060704,             0.00060704,             0.00060704
                    139,                0.65179,                0.97771,                 1.2719,                0.58628,                0.92274,                 0.8444,                0.74851,                0.49018,                0.71143,                 1.2517,             0.00060539,             0.00060539,             0.00060539
                    140,                0.63996,                0.89475,                 1.2721,                0.58204,                0.87165,                0.80731,                0.73362,                0.42805,                0.77039,                 1.1844,             0.00060374,             0.00060374,             0.00060374
                    141,                0.63602,                0.88422,                 1.2515,                0.62254,                0.91572,                0.83564,                0.75809,                0.44272,                0.70195,                 1.1915,             0.00060209,             0.00060209,             0.00060209
                    142,                0.62761,                0.91128,                 1.2639,                0.66534,                0.88946,                0.84411,                0.76403,                0.46328,                0.75559,                 1.2061,             0.00060044,             0.00060044,             0.00060044
                    143,                0.63654,                0.90521,                 1.2586,                0.63093,                0.84953,                 0.7913,                0.72271,                0.43549,                 0.8007,                 1.1765,             0.00059879,             0.00059879,             0.00059879
                    144,                 0.5921,                0.85457,                 1.2127,                0.54624,                0.93946,                 0.7772,                0.71276,                0.42433,                0.89421,                 1.1494,             0.00059714,             0.00059714,             0.00059714
                    145,                0.64169,                0.84461,                 1.2602,                0.80082,                 0.8414,                0.89204,                0.80398,                0.45321,                0.62925,                 1.1785,              0.0005955,              0.0005955,              0.0005955
                    146,                0.60115,                0.86069,                 1.2391,                0.59654,                0.94697,                0.86188,                0.78827,                 0.4256,                0.67423,                 1.1726,             0.00059385,             0.00059385,             0.00059385
                    147,                0.64255,                0.85789,                  1.245,                0.77722,                0.85372,                0.91323,                0.83056,                 0.4443,                0.69462,                 1.1834,              0.0005922,              0.0005922,              0.0005922
                    148,                0.64267,                0.88338,                 1.2592,                0.84419,                0.81788,                 0.8735,                0.79543,                 0.4221,                0.73751,                  1.176,             0.00059055,             0.00059055,             0.00059055
                    149,                0.63011,                0.91143,                 1.2612,                0.83971,                0.83095,                0.86905,                0.79206,                0.43756,                0.69144,                 1.1793,              0.0005889,              0.0005889,              0.0005889
