                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.56653,                0.78747,                 1.1976,                0.12325,                0.10515,                0.08145,                0.05693,                 2.4942,                 6.0389,                 3.3581,             0.00059055,             0.00059055,             0.00059055
                    149,                0.56632,                0.74539,                 1.1807,                 0.1459,                0.17419,                0.08982,                0.06913,                 2.4328,                 6.0659,                 3.3325,              0.0005889,              0.0005889,              0.0005889
                    150,                0.56357,                0.74058,                  1.169,                0.19292,                0.12188,                0.10529,                 0.0834,                 2.4838,                 6.0409,                 3.4441,             0.00058725,             0.00058725,             0.00058725
                    151,                0.56998,                0.73521,                 1.1898,                0.07081,                0.20607,                0.07363,                0.06218,                 2.4869,                  6.236,                 3.4622,              0.0005856,              0.0005856,              0.0005856
                    152,                0.56853,                0.80625,                  1.178,                0.06698,                0.19015,                0.06862,                0.05152,                 2.5761,                 6.3257,                 3.4906,             0.00058395,             0.00058395,             0.00058395
                    153,                0.56881,                 0.7432,                 1.1959,                0.07248,                0.14511,                0.05851,                0.04321,                 2.5686,                 6.4268,                 3.5639,              0.0005823,              0.0005823,              0.0005823
                    154,                0.54821,                0.72214,                 1.1755,                0.07854,                0.18552,                0.08788,                0.06731,                  2.493,                 6.1627,                 3.4061,             0.00058065,             0.00058065,             0.00058065
                    155,                0.58542,                0.75183,                 1.1914,                0.12594,                0.11019,                0.09187,                0.07263,                 2.4428,                 6.0932,                 3.3502,               0.000579,               0.000579,               0.000579
                    156,                0.56491,                0.76469,                 1.1849,                0.08268,                0.06876,                0.05877,                0.03955,                 2.5917,                 6.3762,                 3.5441,             0.00057735,             0.00057735,             0.00057735
                    157,                0.56858,                0.67284,                 1.1776,                 0.0633,                0.06992,                0.05797,                0.04225,                 2.4948,                 6.2714,                 3.3888,              0.0005757,              0.0005757,              0.0005757
                    158,                 0.5645,                 0.7046,                 1.1918,                0.30417,                0.06801,                0.03646,                0.02602,                  2.472,                  6.308,                   3.36,             0.00057405,             0.00057405,             0.00057405
                    159,                0.56232,                 0.7312,                  1.193,                 0.0549,                0.15294,                0.05868,                0.04357,                 2.4696,                 6.3056,                 3.4834,              0.0005724,              0.0005724,              0.0005724
