                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                0.70687,                 1.0962,                 1.3134,                0.58411,                 0.8618,                0.85322,                0.75977,                 0.4904,                 1.0301,                 1.2215,             0.00067796,             0.00067796,             0.00067796
                     96,                0.70097,                 1.0568,                 1.3066,                0.54409,                0.90088,                0.78065,                0.70025,                0.46696,                 1.0055,                 1.2266,             0.00067631,             0.00067631,             0.00067631
                     97,                0.66575,                  1.129,                 1.3081,                0.57112,                0.86753,                 0.7999,                 0.7133,                0.45792,                0.97769,                 1.2205,             0.00067466,             0.00067466,             0.00067466
                     98,                0.68533,                 1.1695,                 1.3014,                0.59668,                0.93117,                0.87476,                0.77504,                0.44946,                0.86819,                 1.2207,             0.00067301,             0.00067301,             0.00067301
                     99,                0.69362,                 1.0817,                  1.307,                0.56884,                0.93998,                0.85922,                0.77889,                0.44629,                0.87331,                   1.22,             0.00067136,             0.00067136,             0.00067136
                    100,                0.68393,                  1.062,                 1.3006,                0.80935,                0.82379,                0.85335,                0.76065,                0.49804,                0.90393,                 1.2686,             0.00066972,             0.00066972,             0.00066972
                    101,                0.66387,                 1.0399,                 1.2955,                0.68266,                0.87939,                0.91735,                0.82631,                0.46114,                0.91427,                 1.2329,             0.00066807,             0.00066807,             0.00066807
                    102,                0.67738,                 1.0865,                 1.3038,                0.62946,                0.89399,                0.88479,                0.79644,                0.47483,                0.94867,                 1.2391,             0.00066642,             0.00066642,             0.00066642
                    103,                0.69926,                 1.1079,                 1.3358,                0.79525,                0.80983,                0.92408,                0.83076,                0.50925,                0.98304,                 1.2763,             0.00066477,             0.00066477,             0.00066477
                    104,                 0.6535,                0.98947,                 1.2868,                0.67163,                 0.9678,                0.92833,                 0.8406,                 0.4308,                0.73414,                  1.168,             0.00066312,             0.00066312,             0.00066312
                    105,                0.71208,                 1.0215,                 1.3161,                0.58954,                0.91432,                0.86338,                0.76991,                 0.4679,                 0.8994,                  1.216,             0.00066147,             0.00066147,             0.00066147
                    106,                0.67638,                0.99932,                 1.2953,                0.45412,                0.93846,                0.72401,                0.64338,                0.46858,                 1.4789,                 1.2049,             0.00065982,             0.00065982,             0.00065982
